CHR,BASE,DEPTH
ref|NC_001133|,100,9.24000000000001
ref|NC_001133|,200,24.27
ref|NC_001133|,300,36.37
ref|NC_001133|,400,48.7100000000001
ref|NC_001133|,500,65.99
ref|NC_001133|,600,80.15
ref|NC_001133|,700,79.64
ref|NC_001133|,800,65.43
ref|NC_001133|,900,55.86
ref|NC_001133|,1000,88.4100000000001
ref|NC_001133|,1100,99.07
ref|NC_001133|,1200,86.3
ref|NC_001133|,1300,84.21
ref|NC_001133|,1400,90.2800000000001
ref|NC_001133|,1500,60.88
ref|NC_001133|,1600,59.68
ref|NC_001133|,1700,65.09
ref|NC_001133|,1800,72.4899999999999
ref|NC_001133|,1900,55.21
ref|NC_001133|,2000,43.69
ref|NC_001133|,2100,40.65
ref|NC_001133|,2200,45.14
ref|NC_001133|,2300,44.25
ref|NC_001133|,2400,48.02
ref|NC_001133|,2500,36.45
ref|NC_001133|,2600,33.99
ref|NC_001133|,2700,38.24
ref|NC_001133|,2800,37.6
ref|NC_001133|,2900,36.19
ref|NC_001133|,3000,44.78
ref|NC_001133|,3100,38.75
ref|NC_001133|,3200,39.9399999999999
ref|NC_001133|,3300,34.74
ref|NC_001133|,3400,35.74
ref|NC_001133|,3500,42.23
ref|NC_001133|,3600,39.71
ref|NC_001133|,3700,38.77
ref|NC_001133|,3800,40.63
ref|NC_001133|,3900,43.52
ref|NC_001133|,4000,41.61
ref|NC_001133|,4100,31.74
ref|NC_001133|,4200,25.77
ref|NC_001133|,4300,25.91
ref|NC_001133|,4400,29.82
ref|NC_001133|,4500,30.26
ref|NC_001133|,4600,28.13
ref|NC_001133|,4700,37.65
ref|NC_001133|,4800,30.94
ref|NC_001133|,4900,32.84
ref|NC_001133|,5000,34.9
ref|NC_001133|,5100,37.97
ref|NC_001133|,5200,34.33
ref|NC_001133|,5300,39.37
ref|NC_001133|,5400,40.7899999999999
ref|NC_001133|,5500,40.01
ref|NC_001133|,5600,40.92
ref|NC_001133|,5700,39.71
ref|NC_001133|,5800,38.24
ref|NC_001133|,5900,30.09
ref|NC_001133|,6000,33.28
ref|NC_001133|,6100,32.08
ref|NC_001133|,6200,30.95
ref|NC_001133|,6300,35.43
ref|NC_001133|,6400,30.28
ref|NC_001133|,6500,36.23
