CHR,BASE,DEPTH
ref|NC_001133|,118,19.39
ref|NC_001133|,218,40.92
ref|NC_001133|,318,46.17
ref|NC_001133|,418,66.36
ref|NC_001133|,518,80.68
ref|NC_001133|,618,103.27
ref|NC_001133|,718,82.32
ref|NC_001133|,818,58.64
ref|NC_001133|,918,51.69
ref|NC_001133|,1018,89.43
ref|NC_001133|,1118,94.1399999999999
ref|NC_001133|,1218,89.37
ref|NC_001133|,1318,85.25
ref|NC_001133|,1418,73.52
ref|NC_001133|,1518,51.16
ref|NC_001133|,1618,43.46
ref|NC_001133|,1718,53.96
ref|NC_001133|,1818,62.5499999999999
ref|NC_001133|,1918,48.06
ref|NC_001133|,2018,44.01
ref|NC_001133|,2118,36.54
ref|NC_001133|,2218,36.9
ref|NC_001133|,2318,47.68
ref|NC_001133|,2418,55.21
ref|NC_001133|,2518,41.49
ref|NC_001133|,2618,39.51
ref|NC_001133|,2718,38.56
ref|NC_001133|,2818,34.66
ref|NC_001133|,2918,33.71
ref|NC_001133|,3018,40.38
ref|NC_001133|,3118,39.45
ref|NC_001133|,3218,41.76
ref|NC_001133|,3318,33.7
ref|NC_001133|,3418,36.77
ref|NC_001133|,3518,31.94
ref|NC_001133|,3618,30.84
ref|NC_001133|,3718,27.72
ref|NC_001133|,3818,23.45
ref|NC_001133|,3918,29.78
ref|NC_001133|,4018,27.95
ref|NC_001133|,4118,18.92
ref|NC_001133|,4218,22.68
ref|NC_001133|,4318,30.03
ref|NC_001133|,4418,23.84
ref|NC_001133|,4518,27.64
ref|NC_001133|,4618,33.15
ref|NC_001133|,4718,38.93
ref|NC_001133|,4818,44.05
ref|NC_001133|,4918,36.42
ref|NC_001133|,5018,29.16
ref|NC_001133|,5118,31.08
ref|NC_001133|,5218,33.57
ref|NC_001133|,5318,30.23
ref|NC_001133|,5418,38.3
ref|NC_001133|,5518,30.48
ref|NC_001133|,5618,34.45
ref|NC_001133|,5718,34.86
ref|NC_001133|,5818,32.3
ref|NC_001133|,5918,28.08
ref|NC_001133|,6018,28.18
ref|NC_001133|,6118,30.27
ref|NC_001133|,6218,28.4
ref|NC_001133|,6318,28.99
ref|NC_001133|,6418,26.78
ref|NC_001133|,6518,32.45
ref|NC_001133|,6618,33.65
ref|NC_001133|,6718,25.65
ref|NC_001133|,6818,18.3
ref|NC_001133|,6918,24.39
ref|NC_001133|,7018,24.3
ref|NC_001133|,7118,24.95
ref|NC_001133|,7218,23.43
ref|NC_001133|,7318,25.79
ref|NC_001133|,7418,28.52
ref|NC_001133|,7518,38.33
ref|NC_001133|,7618,33.34
ref|NC_001133|,7718,29.6799999999999
ref|NC_001133|,7818,33.96
