CHR,BASE,DEPTH
ref|NC_001133|,103,7.46
ref|NC_001133|,203,18.84
ref|NC_001133|,303,21.58
ref|NC_001133|,403,32.51
ref|NC_001133|,503,31.55
ref|NC_001133|,603,45.53
ref|NC_001133|,703,47.83
ref|NC_001133|,803,35.35
ref|NC_001133|,903,26.06
ref|NC_001133|,1003,40.27
ref|NC_001133|,1103,48.63
ref|NC_001133|,1203,57.94
ref|NC_001133|,1303,51.92
ref|NC_001133|,1403,48.11
ref|NC_001133|,1503,40.2
ref|NC_001133|,1603,35.95
ref|NC_001133|,1703,37.4
ref|NC_001133|,1803,44.1600000000001
ref|NC_001133|,1903,36.96
ref|NC_001133|,2003,28.32
ref|NC_001133|,2103,26.81
ref|NC_001133|,2203,25.11
ref|NC_001133|,2303,23.82
ref|NC_001133|,2403,30.71
ref|NC_001133|,2503,20.46
ref|NC_001133|,2603,25.27
ref|NC_001133|,2703,25.1
ref|NC_001133|,2803,28.31
ref|NC_001133|,2903,28.71
ref|NC_001133|,3003,25.78
ref|NC_001133|,3103,22.18
ref|NC_001133|,3203,26.09
ref|NC_001133|,3303,31.78
ref|NC_001133|,3403,24.68
ref|NC_001133|,3503,22.88
ref|NC_001133|,3603,23.18
ref|NC_001133|,3703,26.93
ref|NC_001133|,3803,26.78
ref|NC_001133|,3903,26.83
ref|NC_001133|,4003,26.61
ref|NC_001133|,4103,26.98
ref|NC_001133|,4203,34.61
ref|NC_001133|,4303,38.32
ref|NC_001133|,4403,30.07
ref|NC_001133|,4503,27.11
ref|NC_001133|,4603,30.68
ref|NC_001133|,4703,32.63
ref|NC_001133|,4803,29.39
ref|NC_001133|,4903,35.4
ref|NC_001133|,5003,35.49
ref|NC_001133|,5103,32.37
ref|NC_001133|,5203,39.11
ref|NC_001133|,5303,33.69
ref|NC_001133|,5403,33.42
ref|NC_001133|,5503,34.33
ref|NC_001133|,5603,35.55
ref|NC_001133|,5703,33.91
ref|NC_001133|,5803,27.12
ref|NC_001133|,5903,25.85
ref|NC_001133|,6003,24.48
ref|NC_001133|,6103,26.02
ref|NC_001133|,6203,24.98
ref|NC_001133|,6303,28.69
ref|NC_001133|,6403,31.81
ref|NC_001133|,6503,27.24
ref|NC_001133|,6603,29.25
ref|NC_001133|,6703,25.17
ref|NC_001133|,6803,17.7
ref|NC_001133|,6903,26.78
ref|NC_001133|,7003,32.16
ref|NC_001133|,7103,30.61
ref|NC_001133|,7203,32.87
ref|NC_001133|,7303,34.49
ref|NC_001133|,7403,31.25
ref|NC_001133|,7503,24.27
ref|NC_001133|,7603,28.81
ref|NC_001133|,7703,36.71
ref|NC_001133|,7803,32.84
ref|NC_001133|,7903,41.18
ref|NC_001133|,8003,36.22
ref|NC_001133|,8103,32.56
ref|NC_001133|,8203,24.5
ref|NC_001133|,8303,29.15
ref|NC_001133|,8403,28.4
ref|NC_001133|,8503,25.54
ref|NC_001133|,8603,31.16
ref|NC_001133|,8703,30.38
ref|NC_001133|,8803,28.87
ref|NC_001133|,8903,39.72
ref|NC_001133|,9003,33.5
ref|NC_001133|,9103,36.61
ref|NC_001133|,9203,41.29
ref|NC_001133|,9303,32.05
ref|NC_001133|,9403,31.45
ref|NC_001133|,9503,35.71
ref|NC_001133|,9603,39.3699999999999
ref|NC_001133|,9703,40.96
ref|NC_001133|,9803,34.25
ref|NC_001133|,9903,38.04
ref|NC_001133|,10003,40.9
ref|NC_001133|,10103,42.02
ref|NC_001133|,10203,31.01
ref|NC_001133|,10303,31.65
ref|NC_001133|,10403,39
ref|NC_001133|,10503,29.92
ref|NC_001133|,10603,27.83
ref|NC_001133|,10703,23.51
ref|NC_001133|,10803,24.88
ref|NC_001133|,10903,30.94
ref|NC_001133|,11003,35.38
ref|NC_001133|,11103,35.17
ref|NC_001133|,11203,34.01
ref|NC_001133|,11303,34.1499999999999
ref|NC_001133|,11403,35.45
ref|NC_001133|,11503,31.54
ref|NC_001133|,11603,23.21
ref|NC_001133|,11703,21.09
ref|NC_001133|,11803,24.75
ref|NC_001133|,11903,25.66
ref|NC_001133|,12003,19.94
ref|NC_001133|,12103,20.98
ref|NC_001133|,12203,18.37
ref|NC_001133|,12303,14.74
ref|NC_001133|,12403,16.66
ref|NC_001133|,12503,27
ref|NC_001133|,12603,39.37
ref|NC_001133|,12703,71.26
ref|NC_001133|,12803,53.59
ref|NC_001133|,12903,29.47
ref|NC_001133|,13003,29.01
ref|NC_001133|,13103,31.41
ref|NC_001133|,13203,33.81
ref|NC_001133|,13303,39.28
ref|NC_001133|,13403,43.22
ref|NC_001133|,13503,50.38
ref|NC_001133|,13603,50.8000000000001
ref|NC_001133|,13703,45.2
ref|NC_001133|,13803,47.57
ref|NC_001133|,13903,37.12
ref|NC_001133|,14003,34.48
ref|NC_001133|,14103,28.46
ref|NC_001133|,14203,30.78
ref|NC_001133|,14303,34.47
ref|NC_001133|,14403,26.7
ref|NC_001133|,14503,33.59
ref|NC_001133|,14603,34.99
ref|NC_001133|,14703,38.1
ref|NC_001133|,14803,29
ref|NC_001133|,14903,31.17
ref|NC_001133|,15003,41.14
ref|NC_001133|,15103,46.75
ref|NC_001133|,15203,43.6300000000001
ref|NC_001133|,15303,36.23
ref|NC_001133|,15403,38.81
ref|NC_001133|,15503,39.59
ref|NC_001133|,15603,36.68
