CHR,BASE,DEPTH
ref|NC_001133|,101,8.51
ref|NC_001133|,201,19.61
ref|NC_001133|,301,21.13
ref|NC_001133|,401,30.1
ref|NC_001133|,501,33.05
ref|NC_001133|,601,40.14
ref|NC_001133|,701,40.67
ref|NC_001133|,801,31.41
ref|NC_001133|,901,28.34
ref|NC_001133|,1001,39.28
ref|NC_001133|,1101,50.52
ref|NC_001133|,1201,48.9399999999999
ref|NC_001133|,1301,44.23
ref|NC_001133|,1401,46.2
ref|NC_001133|,1501,23.9
ref|NC_001133|,1601,33.57
ref|NC_001133|,1701,41.7
ref|NC_001133|,1801,37.53
ref|NC_001133|,1901,27.66
ref|NC_001133|,2001,16.93
ref|NC_001133|,2101,15.58
ref|NC_001133|,2201,20.59
ref|NC_001133|,2301,23.63
ref|NC_001133|,2401,26.56
ref|NC_001133|,2501,24.89
ref|NC_001133|,2601,21.71
ref|NC_001133|,2701,19.33
ref|NC_001133|,2801,17.37
ref|NC_001133|,2901,21.16
ref|NC_001133|,3001,22.79
ref|NC_001133|,3101,18.63
ref|NC_001133|,3201,20.86
ref|NC_001133|,3301,24.46
ref|NC_001133|,3401,20.07
ref|NC_001133|,3501,18.35
ref|NC_001133|,3601,17.95
ref|NC_001133|,3701,21.93
ref|NC_001133|,3801,20.97
ref|NC_001133|,3901,21.9800000000001
ref|NC_001133|,4001,17.61
ref|NC_001133|,4101,14.27
ref|NC_001133|,4201,15.11
ref|NC_001133|,4301,18.17
ref|NC_001133|,4401,19.49
ref|NC_001133|,4501,27.88
ref|NC_001133|,4601,25.61
ref|NC_001133|,4701,31.17
ref|NC_001133|,4801,23.63
ref|NC_001133|,4901,20.56
ref|NC_001133|,5001,20.95
ref|NC_001133|,5101,20.03
ref|NC_001133|,5201,17.07
ref|NC_001133|,5301,19.77
ref|NC_001133|,5401,19.81
ref|NC_001133|,5501,22.8
ref|NC_001133|,5601,19.67
ref|NC_001133|,5701,19.26
ref|NC_001133|,5801,13.91
ref|NC_001133|,5901,15.5
ref|NC_001133|,6001,21.07
ref|NC_001133|,6101,13.95
ref|NC_001133|,6201,16.41
ref|NC_001133|,6301,16.58
ref|NC_001133|,6401,16.24
ref|NC_001133|,6501,19.96
ref|NC_001133|,6601,13.65
ref|NC_001133|,6701,11.05
ref|NC_001133|,6801,10.4
ref|NC_001133|,6901,17.1
ref|NC_001133|,7001,21.68
ref|NC_001133|,7101,24.75
ref|NC_001133|,7201,16.12
ref|NC_001133|,7301,16.44
ref|NC_001133|,7401,20.93
ref|NC_001133|,7501,15.67
ref|NC_001133|,7601,14.41
ref|NC_001133|,7701,15.11
ref|NC_001133|,7801,15.32
ref|NC_001133|,7901,21.54
ref|NC_001133|,8001,22.26
ref|NC_001133|,8101,16.38
ref|NC_001133|,8201,16.92
ref|NC_001133|,8301,20.42
ref|NC_001133|,8401,19.03
ref|NC_001133|,8501,18.54
ref|NC_001133|,8601,12.48
ref|NC_001133|,8701,12.36
ref|NC_001133|,8801,16.76
ref|NC_001133|,8901,18.68
ref|NC_001133|,9001,26.18
ref|NC_001133|,9101,29.99
ref|NC_001133|,9201,22.9
