CHR,BASE,DEPTH
ref|NC_001133|,100,12.02
ref|NC_001133|,200,27.5
ref|NC_001133|,300,21.55
ref|NC_001133|,400,27.29
ref|NC_001133|,500,31.81
ref|NC_001133|,600,38.78
ref|NC_001133|,700,41.22
ref|NC_001133|,800,29.11
ref|NC_001133|,900,27.58
ref|NC_001133|,1000,46.71
ref|NC_001133|,1100,49.79
ref|NC_001133|,1200,42.97
ref|NC_001133|,1300,54.36
ref|NC_001133|,1400,52.44
ref|NC_001133|,1500,34.9
ref|NC_001133|,1600,35.81
ref|NC_001133|,1700,36.19
ref|NC_001133|,1800,38.63
ref|NC_001133|,1900,30.31
ref|NC_001133|,2000,19.41
ref|NC_001133|,2100,16
ref|NC_001133|,2200,15.55
ref|NC_001133|,2300,18.86
ref|NC_001133|,2400,25.88
ref|NC_001133|,2500,24.76
ref|NC_001133|,2600,21.49
ref|NC_001133|,2700,21.79
ref|NC_001133|,2800,18.86
ref|NC_001133|,2900,20.18
ref|NC_001133|,3000,20.73
ref|NC_001133|,3100,20.93
ref|NC_001133|,3200,22.11
ref|NC_001133|,3300,21.46
ref|NC_001133|,3400,17.8
ref|NC_001133|,3500,21.2
ref|NC_001133|,3600,22.75
ref|NC_001133|,3700,19.3
ref|NC_001133|,3800,14.71
ref|NC_001133|,3900,13.68
ref|NC_001133|,4000,22.34
ref|NC_001133|,4100,21.02
ref|NC_001133|,4200,20.99
ref|NC_001133|,4300,23.35
ref|NC_001133|,4400,31.96
ref|NC_001133|,4500,27.62
ref|NC_001133|,4600,29.09
ref|NC_001133|,4700,34.87
ref|NC_001133|,4800,26.9
ref|NC_001133|,4900,23.18
ref|NC_001133|,5000,27.78
ref|NC_001133|,5100,24.02
ref|NC_001133|,5200,20.48
ref|NC_001133|,5300,21.25
ref|NC_001133|,5400,21.43
ref|NC_001133|,5500,21.07
ref|NC_001133|,5600,21.58
ref|NC_001133|,5700,18.13
ref|NC_001133|,5800,18.88
ref|NC_001133|,5900,18.64
ref|NC_001133|,6000,22.55
ref|NC_001133|,6100,22.62
ref|NC_001133|,6200,23.66
ref|NC_001133|,6300,22.36
ref|NC_001133|,6400,18.42
ref|NC_001133|,6500,21.13
ref|NC_001133|,6600,30.9
ref|NC_001133|,6700,22.38
ref|NC_001133|,6800,14.1
ref|NC_001133|,6900,16.24
ref|NC_001133|,7000,14.94
ref|NC_001133|,7100,14.91
ref|NC_001133|,7200,18.15
ref|NC_001133|,7300,12.68
ref|NC_001133|,7400,15.3
ref|NC_001133|,7500,21.24
ref|NC_001133|,7600,17.89
ref|NC_001133|,7700,13.22
ref|NC_001133|,7800,15.63
ref|NC_001133|,7900,13.34
ref|NC_001133|,8000,15.68
ref|NC_001133|,8100,19.12
ref|NC_001133|,8200,25.96
ref|NC_001133|,8300,25.9
ref|NC_001133|,8400,21.41
ref|NC_001133|,8500,27.47
ref|NC_001133|,8600,24.66
ref|NC_001133|,8700,28.12
ref|NC_001133|,8800,33.93
ref|NC_001133|,8900,20.95
ref|NC_001133|,9000,14.1
ref|NC_001133|,9100,16.02
ref|NC_001133|,9200,11.3
ref|NC_001133|,9300,16.54
ref|NC_001133|,9400,19.18
ref|NC_001133|,9500,23.99
ref|NC_001133|,9600,30.28
ref|NC_001133|,9700,27.02
ref|NC_001133|,9800,19.5
ref|NC_001133|,9900,25.98
ref|NC_001133|,10000,24.2
ref|NC_001133|,10100,24.19
ref|NC_001133|,10200,19.65
ref|NC_001133|,10300,16.51
ref|NC_001133|,10400,21.07
ref|NC_001133|,10500,13.76
ref|NC_001133|,10600,15.06
ref|NC_001133|,10700,16.57
ref|NC_001133|,10800,24.49
ref|NC_001133|,10900,29.16
ref|NC_001133|,11000,26.15
ref|NC_001133|,11100,26.02
ref|NC_001133|,11200,22.63
ref|NC_001133|,11300,21
ref|NC_001133|,11400,21.91
ref|NC_001133|,11500,20.89
ref|NC_001133|,11600,27.64
ref|NC_001133|,11700,20.77
ref|NC_001133|,11800,16.52
ref|NC_001133|,11900,27.99
ref|NC_001133|,12000,27.92
ref|NC_001133|,12100,25.66
ref|NC_001133|,12200,27.61
ref|NC_001133|,12300,33.24
ref|NC_001133|,12400,32.79
ref|NC_001133|,12500,39.13
ref|NC_001133|,12600,42.23
ref|NC_001133|,12700,73.03
ref|NC_001133|,12800,46.63
ref|NC_001133|,12900,24.04
ref|NC_001133|,13000,22.49
ref|NC_001133|,13100,19.05
ref|NC_001133|,13200,15.99
ref|NC_001133|,13300,23.32
ref|NC_001133|,13400,28.97
ref|NC_001133|,13500,34.39
ref|NC_001133|,13600,35.84
ref|NC_001133|,13700,41.63
ref|NC_001133|,13800,42.79
ref|NC_001133|,13900,36.59
ref|NC_001133|,14000,29.31
ref|NC_001133|,14100,22.11
ref|NC_001133|,14200,24.77
ref|NC_001133|,14300,28.05
ref|NC_001133|,14400,30.53
ref|NC_001133|,14500,32.89
ref|NC_001133|,14600,34.17
