CHR,BASE,DEPTH
ref|NC_001133|,100,6.91
ref|NC_001133|,200,15.24
ref|NC_001133|,300,18.38
ref|NC_001133|,400,26.98
ref|NC_001133|,500,32.64
ref|NC_001133|,600,45.03
ref|NC_001133|,700,54.91
ref|NC_001133|,800,46.2
ref|NC_001133|,900,26.58
ref|NC_001133|,1000,40.19
ref|NC_001133|,1100,50.82
ref|NC_001133|,1200,44.45
ref|NC_001133|,1300,48.93
ref|NC_001133|,1400,47.14
ref|NC_001133|,1500,32.77
ref|NC_001133|,1600,30.0499999999999
ref|NC_001133|,1700,31.01
ref|NC_001133|,1800,26.56
ref|NC_001133|,1900,22.44
ref|NC_001133|,2000,18.48
ref|NC_001133|,2100,19.9
ref|NC_001133|,2200,24.07
ref|NC_001133|,2300,33.47
ref|NC_001133|,2400,39.53
ref|NC_001133|,2500,21.7
ref|NC_001133|,2600,29.99
ref|NC_001133|,2700,36.68
ref|NC_001133|,2800,32.55
ref|NC_001133|,2900,28.8
ref|NC_001133|,3000,19.99
ref|NC_001133|,3100,20.81
ref|NC_001133|,3200,14.07
ref|NC_001133|,3300,15.59
ref|NC_001133|,3400,20.69
ref|NC_001133|,3500,16.75
ref|NC_001133|,3600,19.41
ref|NC_001133|,3700,18.32
ref|NC_001133|,3800,20.25
ref|NC_001133|,3900,21.83
ref|NC_001133|,4000,18.57
ref|NC_001133|,4100,23.62
ref|NC_001133|,4200,32.27
ref|NC_001133|,4300,29.83
ref|NC_001133|,4400,27.56
ref|NC_001133|,4500,23.56
ref|NC_001133|,4600,25.53
ref|NC_001133|,4700,22.69
ref|NC_001133|,4800,25.48
ref|NC_001133|,4900,28.94
ref|NC_001133|,5000,22.49
ref|NC_001133|,5100,21.6
ref|NC_001133|,5200,27.13
ref|NC_001133|,5300,19.1
ref|NC_001133|,5400,18.5
ref|NC_001133|,5500,24.57
ref|NC_001133|,5600,23.55
ref|NC_001133|,5700,18.26
ref|NC_001133|,5800,16.17
ref|NC_001133|,5900,17.17
ref|NC_001133|,6000,18.95
ref|NC_001133|,6100,31.72
ref|NC_001133|,6200,28.54
ref|NC_001133|,6300,34.95
ref|NC_001133|,6400,40.83
ref|NC_001133|,6500,36.49
ref|NC_001133|,6600,27.6199999999999
ref|NC_001133|,6700,16.18
ref|NC_001133|,6800,16.38
ref|NC_001133|,6900,21.11
ref|NC_001133|,7000,22.69
ref|NC_001133|,7100,28.72
ref|NC_001133|,7200,31.99
ref|NC_001133|,7300,29.98
ref|NC_001133|,7400,22.73
ref|NC_001133|,7500,22.69
ref|NC_001133|,7600,22.34
ref|NC_001133|,7700,26.57
ref|NC_001133|,7800,28.89
ref|NC_001133|,7900,33.48
ref|NC_001133|,8000,39.77
ref|NC_001133|,8100,28.28
ref|NC_001133|,8200,24.58
