CHR,BASE,DEPTH
ref|NC_001133|,101,18.6
ref|NC_001133|,201,47.17
ref|NC_001133|,301,49.36
ref|NC_001133|,401,75.4
ref|NC_001133|,501,98.7
ref|NC_001133|,601,113.54
ref|NC_001133|,701,103.85
ref|NC_001133|,801,96.47
ref|NC_001133|,901,89.51
ref|NC_001133|,1001,112
ref|NC_001133|,1101,104.9
ref|NC_001133|,1201,93.32
ref|NC_001133|,1301,83.44
ref|NC_001133|,1401,85.82
ref|NC_001133|,1501,68.2699999999999
ref|NC_001133|,1601,80.18
ref|NC_001133|,1701,88.74
ref|NC_001133|,1801,102.62
ref|NC_001133|,1901,92.47
ref|NC_001133|,2001,74.3099999999999
ref|NC_001133|,2101,50.53
ref|NC_001133|,2201,54.26
ref|NC_001133|,2301,61.48
ref|NC_001133|,2401,78
ref|NC_001133|,2501,62.74
ref|NC_001133|,2601,61.29
ref|NC_001133|,2701,62.47
ref|NC_001133|,2801,63.4800000000001
ref|NC_001133|,2901,54.81
ref|NC_001133|,3001,56.51
ref|NC_001133|,3101,56.91
ref|NC_001133|,3201,57.87
ref|NC_001133|,3301,54.0900000000001
ref|NC_001133|,3401,56.43
ref|NC_001133|,3501,57.1
ref|NC_001133|,3601,38.58
ref|NC_001133|,3701,53.75
ref|NC_001133|,3801,59.85
ref|NC_001133|,3901,49.37
ref|NC_001133|,4001,42.23
ref|NC_001133|,4101,34.12
ref|NC_001133|,4201,39.4
ref|NC_001133|,4301,45.92
ref|NC_001133|,4401,46.46
ref|NC_001133|,4501,51.94
ref|NC_001133|,4601,44.75
ref|NC_001133|,4701,49.91
ref|NC_001133|,4801,50.58
ref|NC_001133|,4901,50.5200000000001
ref|NC_001133|,5001,49.86
ref|NC_001133|,5101,51.92
ref|NC_001133|,5201,62.32
ref|NC_001133|,5301,49.35
ref|NC_001133|,5401,47.42
ref|NC_001133|,5501,45.13
ref|NC_001133|,5601,49.98
ref|NC_001133|,5701,42.84
ref|NC_001133|,5801,47.74
ref|NC_001133|,5901,49.8
ref|NC_001133|,6001,51.53
ref|NC_001133|,6101,34.3
ref|NC_001133|,6201,37.33
ref|NC_001133|,6301,41.41
ref|NC_001133|,6401,30.94
ref|NC_001133|,6501,33.85
ref|NC_001133|,6601,41.08
ref|NC_001133|,6701,39.53
ref|NC_001133|,6801,27.91
ref|NC_001133|,6901,44.29
ref|NC_001133|,7001,54.9399999999999
ref|NC_001133|,7101,49.06
ref|NC_001133|,7201,54.41
ref|NC_001133|,7301,49.87
ref|NC_001133|,7401,40
ref|NC_001133|,7501,40.56
ref|NC_001133|,7601,41.09
ref|NC_001133|,7701,45.38
ref|NC_001133|,7801,40.52
ref|NC_001133|,7901,51.72
ref|NC_001133|,8001,53.41
