CHR,BASE,DEPTH
ref|NC_001133|,100,4.99
ref|NC_001133|,200,8.78999999999999
ref|NC_001133|,300,6.84
ref|NC_001133|,400,13.36
ref|NC_001133|,500,22.09
ref|NC_001133|,600,30.42
ref|NC_001133|,700,31.94
ref|NC_001133|,800,28.23
ref|NC_001133|,900,23.98
ref|NC_001133|,1000,36.07
ref|NC_001133|,1100,38.86
ref|NC_001133|,1200,30.44
ref|NC_001133|,1300,30.39
ref|NC_001133|,1400,37.25
ref|NC_001133|,1500,23.29
ref|NC_001133|,1600,21.81
ref|NC_001133|,1700,27.11
ref|NC_001133|,1800,33.44
ref|NC_001133|,1900,25.86
ref|NC_001133|,2000,17.36
ref|NC_001133|,2100,15.96
ref|NC_001133|,2200,19.47
ref|NC_001133|,2300,16.83
ref|NC_001133|,2400,20.87
ref|NC_001133|,2500,21.56
ref|NC_001133|,2600,22.53
ref|NC_001133|,2700,17.57
ref|NC_001133|,2800,16.86
ref|NC_001133|,2900,15.97
ref|NC_001133|,3000,19.37
ref|NC_001133|,3100,20.18
ref|NC_001133|,3200,19.78
ref|NC_001133|,3300,19.53
ref|NC_001133|,3400,16.85
ref|NC_001133|,3500,20.67
ref|NC_001133|,3600,21.45
ref|NC_001133|,3700,22.42
ref|NC_001133|,3800,20.06
ref|NC_001133|,3900,18.8
ref|NC_001133|,4000,11.29
ref|NC_001133|,4100,12.81
ref|NC_001133|,4200,17.4
ref|NC_001133|,4300,11.56
ref|NC_001133|,4400,13.49
ref|NC_001133|,4500,17.66
ref|NC_001133|,4600,14.18
ref|NC_001133|,4700,15.82
ref|NC_001133|,4800,17.67
ref|NC_001133|,4900,16.34
ref|NC_001133|,5000,16.39
ref|NC_001133|,5100,14.71
ref|NC_001133|,5200,15.97
ref|NC_001133|,5300,20.07
ref|NC_001133|,5400,17.41
ref|NC_001133|,5500,12.92
ref|NC_001133|,5600,10.47
ref|NC_001133|,5700,12.42
ref|NC_001133|,5800,8.42
ref|NC_001133|,5900,12.71
ref|NC_001133|,6000,15.17
ref|NC_001133|,6100,12.25
ref|NC_001133|,6200,16.29
ref|NC_001133|,6300,19.01
ref|NC_001133|,6400,16.82
ref|NC_001133|,6500,20.18
ref|NC_001133|,6600,22.73
ref|NC_001133|,6700,17.58
ref|NC_001133|,6800,18.67
ref|NC_001133|,6900,25.36
ref|NC_001133|,7000,22.29
ref|NC_001133|,7100,17.71
ref|NC_001133|,7200,12.62
ref|NC_001133|,7300,18.73
ref|NC_001133|,7400,17.1
ref|NC_001133|,7500,12.32
ref|NC_001133|,7600,14.75
ref|NC_001133|,7700,15.38
ref|NC_001133|,7800,18.53
ref|NC_001133|,7900,16.71
ref|NC_001133|,8000,14.2
