CHR,BASE,DEPTH
ref|NC_001133|,113,9.61999999999999
ref|NC_001133|,213,17.83
ref|NC_001133|,313,20.33
ref|NC_001133|,413,30.53
ref|NC_001133|,513,35.66
ref|NC_001133|,613,33.91
ref|NC_001133|,713,29.08
ref|NC_001133|,813,20.4
ref|NC_001133|,913,18.91
ref|NC_001133|,1013,39.54
ref|NC_001133|,1113,44.57
ref|NC_001133|,1213,48.71
ref|NC_001133|,1313,43.22
ref|NC_001133|,1413,34.85
ref|NC_001133|,1513,16.28
ref|NC_001133|,1613,18.56
ref|NC_001133|,1713,25.47
ref|NC_001133|,1813,29.02
ref|NC_001133|,1913,23.77
ref|NC_001133|,2013,22.9
ref|NC_001133|,2113,17.39
ref|NC_001133|,2213,24.52
ref|NC_001133|,2313,28.43
ref|NC_001133|,2413,27.27
ref|NC_001133|,2513,18.62
ref|NC_001133|,2613,20.99
ref|NC_001133|,2713,18.88
ref|NC_001133|,2813,20.25
ref|NC_001133|,2913,21.23
ref|NC_001133|,3013,20.87
ref|NC_001133|,3113,17.37
ref|NC_001133|,3213,20.55
ref|NC_001133|,3313,16.43
ref|NC_001133|,3413,15.56
ref|NC_001133|,3513,15.22
ref|NC_001133|,3613,19.06
ref|NC_001133|,3713,21.33
ref|NC_001133|,3813,21.52
ref|NC_001133|,3913,23.79
ref|NC_001133|,4013,22.85
ref|NC_001133|,4113,22.24
ref|NC_001133|,4213,22.52
ref|NC_001133|,4313,20.06
ref|NC_001133|,4413,21.76
ref|NC_001133|,4513,18.08
ref|NC_001133|,4613,16.99
ref|NC_001133|,4713,14.45
ref|NC_001133|,4813,10.97
ref|NC_001133|,4913,10.97
ref|NC_001133|,5013,16.69
ref|NC_001133|,5113,18.63
ref|NC_001133|,5213,17.67
ref|NC_001133|,5313,16.02
ref|NC_001133|,5413,15.76
ref|NC_001133|,5513,12.56
ref|NC_001133|,5613,12.4
ref|NC_001133|,5713,13.39
ref|NC_001133|,5813,13.44
ref|NC_001133|,5913,15.72
ref|NC_001133|,6013,18.93
ref|NC_001133|,6113,16.83
ref|NC_001133|,6213,18.22
ref|NC_001133|,6313,21.96
ref|NC_001133|,6413,22.72
ref|NC_001133|,6513,15.77
ref|NC_001133|,6613,13.85
ref|NC_001133|,6713,8.08
ref|NC_001133|,6813,9.83
ref|NC_001133|,6913,17.81
ref|NC_001133|,7013,18.4
ref|NC_001133|,7113,16.68
ref|NC_001133|,7213,20.03
ref|NC_001133|,7313,19.23
ref|NC_001133|,7413,19.57
ref|NC_001133|,7513,12.84
ref|NC_001133|,7613,17.91
ref|NC_001133|,7713,17.45
ref|NC_001133|,7813,12.54
ref|NC_001133|,7913,16.65
ref|NC_001133|,8013,16.76
ref|NC_001133|,8113,12.9
ref|NC_001133|,8213,13.82
ref|NC_001133|,8313,13.63
ref|NC_001133|,8413,13.53
ref|NC_001133|,8513,17.06
ref|NC_001133|,8613,13.86
ref|NC_001133|,8713,14.75
ref|NC_001133|,8813,19.52
ref|NC_001133|,8913,19.58
ref|NC_001133|,9013,18.54
ref|NC_001133|,9113,19.57
ref|NC_001133|,9213,19.84
ref|NC_001133|,9313,22.26
ref|NC_001133|,9413,26.2
ref|NC_001133|,9513,19.91
ref|NC_001133|,9613,19.77
ref|NC_001133|,9713,15.73
ref|NC_001133|,9813,15.67
ref|NC_001133|,9913,22.25
ref|NC_001133|,10013,20.47
ref|NC_001133|,10113,15
ref|NC_001133|,10213,13.67
ref|NC_001133|,10313,17.44
ref|NC_001133|,10413,14.83
ref|NC_001133|,10513,8.77
ref|NC_001133|,10613,8.71
ref|NC_001133|,10713,10.88
ref|NC_001133|,10813,13.09
ref|NC_001133|,10913,15.1
ref|NC_001133|,11013,15.76
ref|NC_001133|,11113,16
ref|NC_001133|,11213,20.31
ref|NC_001133|,11313,18.87
ref|NC_001133|,11413,19.07
ref|NC_001133|,11513,19.26
ref|NC_001133|,11613,15.72
ref|NC_001133|,11713,19.98
ref|NC_001133|,11813,19.98
ref|NC_001133|,11913,25.71
ref|NC_001133|,12013,19.89
ref|NC_001133|,12113,20.72
ref|NC_001133|,12213,18.83
ref|NC_001133|,12313,14.7
ref|NC_001133|,12413,13.34
ref|NC_001133|,12513,20.28
ref|NC_001133|,12613,30.61
ref|NC_001133|,12713,53.97
ref|NC_001133|,12813,40.9
ref|NC_001133|,12913,25.54
ref|NC_001133|,13013,20.59
ref|NC_001133|,13113,20.34
ref|NC_001133|,13213,22.28
ref|NC_001133|,13313,22.45
ref|NC_001133|,13413,19.85
ref|NC_001133|,13513,23.19
ref|NC_001133|,13613,36.92
ref|NC_001133|,13713,39.4100000000001
ref|NC_001133|,13813,35.73
ref|NC_001133|,13913,32.64
ref|NC_001133|,14013,23.19
ref|NC_001133|,14113,19.55
ref|NC_001133|,14213,26.89
ref|NC_001133|,14313,26.11
ref|NC_001133|,14413,23.52
ref|NC_001133|,14513,30.16
ref|NC_001133|,14613,27.06
ref|NC_001133|,14713,28.1
ref|NC_001133|,14813,34.47
ref|NC_001133|,14913,29.49
ref|NC_001133|,15013,33.98
ref|NC_001133|,15113,39.6
ref|NC_001133|,15213,30.81
ref|NC_001133|,15313,24.34
ref|NC_001133|,15413,31.58
ref|NC_001133|,15513,24.62
ref|NC_001133|,15613,25.42
ref|NC_001133|,15713,35.51
ref|NC_001133|,15813,31.0399999999999
ref|NC_001133|,15913,30.26
ref|NC_001133|,16013,30.79
ref|NC_001133|,16113,31.7
ref|NC_001133|,16213,39.69
ref|NC_001133|,16313,34.36
ref|NC_001133|,16413,37.44
ref|NC_001133|,16513,32.07
ref|NC_001133|,16613,30.79
